,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,$C_{22}$,$C_{23}$,$C_{24}$,$C_{25}$
Weights,0.025308071740831307,0.01703482908727331,0.00995027124200449,0.040796891578216685,0.029971244646558926,0.059570750988573104,0.06712555521562567,0.07620785945526878,0.0009515736196864386,0.012410315484751385,0.03558802707059538,0.03467019485709812,0.00029233348646981455,0.050791746035386026,0.10644747452827304,0.04956834703726305,0.06938232546164237,0.000333451274321609,0.0024267046023215993,0.055030522000387924,0.023716346361814054,0.08689946534002697,0.057027911898785685,0.07284782902350861,0.015649957963315628
