,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,$C_{22}$,$C_{23}$,$C_{24}$,$C_{25}$
Weights,0.03299234582901046,0.03171156006308156,0.03280685480197189,0.03304969215790573,0.04756013501660382,0.03553248699798235,0.028883383872810153,0.04821961346995983,0.04067336425021642,0.04102971212401535,0.05004030736758542,0.038055610625028366,0.04087532956494488,0.0567271941125706,0.04007695210406564,0.04644535123190383,0.04154121660378082,0.04712058377475716,0.03766227385519673,0.038046263089538936,0.04114659729367981,0.03679949504080488,0.03569618528170775,0.0419684285533574,0.035339062917520106
