,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
Weights,0.06148221112457541,0.06148221112457541,0.06148221112457541,0.06148221112457541,0.04098814074971694,0.04098814074971694,0.04098814074971694,0.029552118428163337,0.029552118428163337,0.029552118428163337,0.029552118428163337,0.11820847371265335,0.059104236856326674,0.059104236856326674,0.0646142847730134,0.0323071423865067,0.0323071423865067,0.059545793112507496,0.029772896556253748,0.029772896556253748,0.00469352605725763,0.00469352605725763,0.00469352605725763,0.00469352605725763,0.00938705211451526
